2096.106     NeII
3027.016     NeII
3028.864     NeII
3141.332     NeII
3198.586     NeII
3230.070     NeII
3307.2283    ArII
3319.3446    ArI
3319.722     NeII
3323.745     NeII
3334.836     NeII
3345.453     NeII
3350.9243    ArII
3355.016     NeII
3360.597     NeII
3373.4823    ArI
3376.4359    ArII
3378.216     NeII
3388.5309    ArII
3392.798     NeII
3406.1804    ArI
3414.4583    ArII
3421.6107    ArII
3452.0       Hg
3454.0952    ArII
3464.1272    ArII
3476.7474    ArII
3480.5055    ArII
3480.718     NeII
3481.933     NeII
3509.7785    ArII
3514.3877    ArII
3535.3196    ArII
3548.5144    ArII
3554.3058    ArI
3559.5081    ArII
3561.0304    ArII
3567.6564    ArI
3568.502     NeII
3572.296     ArI
3574.612     NeII
3576.6156    ArII
3588.4407    ArII
3606.5218    ArI
3622.1375    ArII
3637.031     ArII
3639.8329    ArII
3643.1169    ArI
3650.153     Hg
3654.836     Hg
3655.2782    ArII
3663.2793    Hg
3664.073     NeII
3690.8951    ArI
3694.213     NeII
3713.079     NeII
3718.2065    ArII
3720.4265    ArII
3724.5165    ArII
3727.107     NeII
3729.3087    ArII
3737.889     ArII
3766.259     NeII
3777.133     NeII
3780.8398    ArII
3786.3824    ArII
3796.5934    ArII
3799.382     ArII
3803.1724    ArII
3809.4561    ArII
3834.6787    ArI
3850.5813    ArII
3868.5284    ArII
3875.2645    ArII
3914.7675    ArII
3925.7188    ArII
3928.6233    ArII
3932.5466    ArII
3946.0971    ArII
3947.5046    ArI
3948.9789    ArI
3968.3594    ArII
3974.4766    ArII
3979.3559    ArII
3994.7918    ArII
4013.8566    ArII
4033.8093    ArII
4035.46      ArII
4044.4179    ArI
4046.563     Hg
4052.9208    ArII
4054.5258    ArI
4077.8314    Hg
4082.3872    ArII
4103.9121    ArII
4112.8153    ArII
4131.7235    ArII
4156.086     ArII
4158.5907    ArI
4164.1795    ArI
4181.8836    ArI
4190.7126    ArI
4198.317     ArI
4200.6745    ArI
4222.6373    ArII
4237.2198    ArII
4251.1846    ArI
4259.3619    ArI
4266.2865    ArI
4272.1689    ArI
4277.5282    ArII
4282.8976    ArII
4300.1008    ArI
4331.1995    ArII
4333.5612    ArI
4335.3379    ArI
4339.2232    Hg
4345.168     ArI
4347.50      Hg
4348.064     ArII
4352.2049    ArII
4358.328     Hg
4367.8316    ArII
4379.6668    ArII
4391.991     NeII
4426.0011    ArII
4430.189     ArII
4448.8792    ArII
4474.7594    ArII
4481.8107    ArII
4490.9816    ArII
4498.5384    ArII
4510.7332    ArI
4522.323     ArI
4530.5523    ArII
4535.4903    ArII
4537.6426    ArII
4545.0519    ArII
4579.3495    ArII
4589.8978    ArII
4596.0967    ArI
4598.7627    ArII
4609.5673    ArII
4628.4409    ArI
4637.2328    ArII
4657.9012    ArII
4702.3161    ArI
4721.591     ArII
4726.8683    ArII
4735.9058    ArII
4764.8646    ArII
4768.675     ArI
4806.0205    ArII
4847.8095    ArII
4865.91      ArII
4876.2611    ArI
4879.8635    ArII
4894.6909    ArI
4904.7516    ArII
4916.068     Hg
4933.2091    ArII
4965.0795    ArII
4972.1597    ArII
5009.3344    ArII
5062.0371    ArII
5141.7827    ArII
5145.3083    ArII
5151.3907    ArI
5162.2846    ArI
5187.7462    ArI
5221.271     ArI
5252.788     ArI
5373.4943    ArI
5393.9719    ArI
5400.5618    NeI
5410.473     ArI
5421.3517    ArI
5451.652     ArI
5460.7348    Hg
5467.1704    ArI
5473.4516    ArI
5495.8738    ArI
5506.1128    ArI
5524.957     ArI
5558.7015    ArI
5572.5406    ArI
5588.72      ArI
5597.4756    ArI
5606.733     ArI
5650.7042    ArI
5659.1278    ArI
5681.9001    ArI
5700.873     ArI
5739.5196    ArI
5769.5982    Hg
5772.1143    ArI
5783.536     ArI
5790.6630    Hg
5802.0802    ArI
5852.4879    NeI
5882.6245    ArI
5888.5841    ArI
5912.0853    ArI
5928.813     ArI
6025.1515    ArI
6032.1273    ArI
6043.2233    ArI
6059.3723    ArI
6105.6346    ArI
6114.9234    ArII
6155.2385    ArI
6212.5031    ArI
6296.8722    ArI
6307.6561    ArI
6384.7160    ArI
6402.248     NeI
6416.3071    ArI
6431.5553    ArI
6466.5498    ArI
6677.2812    ArI
6698.8752    ArI
6752.8335    ArI
6766.6117    ArI
6827.2529    ArI
6871.2891    ArI
6907.52      Hg
6929.4673    NeI
6937.6642    ArI
6965.4307    ArI
7024.0504    NeI
7032.4131    NeI
7067.2175    ArI
7107.4778    ArI
7125.82      ArI
7147.0416    ArI
7173.9381    NeI
7206.9804    ArI
7245.1666    NeI
7272.9359    ArI
7353.293     ArI
7372.1184    ArI
7383.9805    ArI
7488.8712    NeI
7503.8691    ArI
7514.6518    ArI
7535.7741    NeI
7635.106     ArI
7723.7599    ArI
7891.075     ArI
7948.1764    ArI
8006.1567    ArI
8014.7857    ArI
8103.6931    ArI
8115.3108    ArI
8264.5225    ArI
8300.3258    NeI
8377.6080    NeI
8408.2096    ArI
8418.4274    NeI
8424.6475    ArI
8495.3598    NeI
8521.4422    ArI
8591.2584    NeI
8605.7762    ArI
8620.4602    ArI
8634.6470    NeI
8654.3831    NeI
8667.9442    ArI
8780.6226    NeI
8783.7533    NeI
8799.0875    ArI
8853.8668    NeI
9122.9674    ArI
9194.6385    ArI
9224.4992    ArI
9287.563     NeII
9291.5313    ArI
9354.2198    ArI
9657.7863    ArI
9784.5028    ArI
10052.1      ArI
10139.75     Hg
10254.04     ArI
10309.15     ArI
10332.76     ArI
10470.054    ArI
10506.47     ArI
10529.32     ArI
10673.55     ArI
10681.78     ArI
10712.77     ArI
10733.87     ArI
10759.13     ArI
10773.35     ArI
10880.96     ArI
10950.74     ArI
11078.87     ArI
11106.44     ArI
11143.0200   NeI
11177.5240   NeI
11522.7459   NeI
12066.334    NeI
